training_block,evaluation_seed,episode,U_D128,J_D128,U_D1280,J_D1280,U_I128,J_I128,U_I1280,J_I1280,SI1280,SI128,MI,MB,INT,PKG
772003,782014,11,30.248220160694895,0.36297864192833873,40.9512699931012,0.4914152399172144,38.08732442880646,0.45704789314567756,41.32169486420075,0.495860338370409,0.004445098453194574,0.09406925121733883,0.049257174835266704,0.08362452160680359,-0.08962415276414426,0.13288169644207026
772003,782015,12,37.630853151078725,0.4515702378129447,41.65760329224833,0.49989123950698,35.81696328165329,0.42980355937983944,43.86110904414671,0.5263333085297606,0.026442069022780568,-0.021766678433105258,0.002337695294837655,0.07242537542197822,0.048208747455885825,0.07476307071681587
772003,782016,13,29.065537093388333,0.34878644512066,25.241378404349007,0.3028965408521881,31.219797399964946,0.3746375687995794,30.24594368399834,0.36295132420798004,0.06005478335579195,0.025851123678919397,0.042952953517355674,-0.028788074430035615,0.034203659676872555,0.01416487908732006
772003,782017,14,37.998006102215825,0.4559760732265899,25.443200404251925,0.30531840485102313,26.186612490184316,0.3142393498822118,28.46662115103093,0.34159945381237117,0.03628104896134804,-0.1417367233443781,-0.052727837191515026,-0.0616487822227037,0.17801777230572613,-0.11437661941421873
772003,782018,15,29.744070628678976,0.3569288475441477,37.863587330873784,0.45436304797048543,43.40015920396703,0.5208019104476043,24.609737471066335,0.29531684965279603,-0.1590461983176894,0.16387306290345655,0.0024134322928835716,-0.06402543018423526,-0.32291926122114595,-0.06161199789135169
772003,782019,16,36.98059605801738,0.4437671526962086,40.024569515675566,0.4802948341881068,34.514125325756694,0.41416950390908036,37.50749328392852,0.45008991940714227,-0.030204914780964542,-0.029597648787128228,-0.029901281784046385,0.036224048494980066,-0.0006072659938363145,0.0063227667109336805
772003,782020,17,32.81475187438794,0.3937770224926552,36.536200206722974,0.43843440248067567,32.80964570522391,0.39371574846268687,38.77075154715234,0.465249018565828,0.026814616085152343,-6.127402996836118e-05,0.013376671027591991,0.05809532504558079,0.026875890115120704,0.07147199607317278
772003,782021,18,34.267272061163965,0.41120726473396757,39.53030277581683,0.4743636333098019,31.78992384750993,0.38147908617011916,23.075799694237006,0.27690959633084405,-0.19745403697895786,-0.029728178563848406,-0.11359110777140313,-0.020706560631720383,-0.16772585841510945,-0.13429766840312352
772003,782022,19,21.066812539061747,0.252801750468741,36.84894062620217,0.4421872875144261,39.28173075581484,0.4713807690697781,28.82305914347708,0.34587670972172496,-0.09631057779270114,0.21857901860103712,0.061134220404167994,0.031940738848815986,-0.31488959639373826,0.09307495925298398
772003,782023,20,31.906462133653296,0.3828775456038396,18.937994690460254,0.22725593628552304,10.82404882337141,0.1298885858804569,20.862156213228968,0.25034587455874757,0.02308993827322453,-0.25298895972338264,-0.11494951072507906,-0.017582160320012932,0.2760788979966072,-0.132531671045092
772003,782024,21,35.84402006592332,0.4301282407910798,28.808564074978985,0.3457027688997478,28.40980895170524,0.3409177074204629,27.351915241853945,0.32822298290224733,-0.017479785997500497,-0.0892105333706169,-0.0533451596840587,-0.04856009820477378,0.07173074737311641,-0.10190525788883248
772003,782025,22,27.926691416580134,0.3351202969989616,25.869496486018303,0.3104339578322196,35.923782667935505,0.43108539201522605,27.79927025984365,0.33359124311812377,0.02315728528590416,0.09596509501626443,0.0595611901510843,-0.06109024403192215,-0.07280780973036027,-0.0015290538808378495
772003,782026,23,27.194093801239195,0.3263291256148704,29.259002802377214,0.3511080336285266,27.60409557136759,0.33124914685641105,36.45583304559792,0.437469996547175,0.0863619629186484,0.004920021241540673,0.04564099208009453,0.06549987885221009,0.08144194167710772,0.11114087093230463
772003,782027,24,21.660628778425934,0.25992754534111123,30.853392186030018,0.3702407062323602,38.614691625903866,0.46337629951084636,33.57091861558328,0.40285102338699935,0.032610317154639135,0.20344875416973512,0.11802953566218713,0.024893942383701018,-0.170838437015096,0.14292347804588812
772003,782028,25,34.96704776369527,0.41960457316434324,43.440019978490334,0.521280239741884,40.34192628272917,0.4841031153927501,28.202723869501654,0.33843268643401986,-0.18284755330786412,0.06449854222840684,-0.05917450553972864,-0.021997381190594745,-0.24734609553627096,-0.08117188673032338
772003,782029,26,34.91019032161489,0.4189222838593787,43.67325319983952,0.5240790383980743,36.35767908233413,0.43629214898800955,28.047558870915374,0.3365707064509845,-0.18750833194708982,0.017369865128630868,-0.08506923340922948,0.0027176560008353168,-0.2048781970757207,-0.08235157740839416
772003,782030,27,27.332364813353884,0.32798837776024664,43.63471106805605,0.5236165328166726,42.966644027724676,0.5155997283326962,38.65050166146172,0.4638060199375406,-0.05981051287913203,0.18761135057244954,0.06390041884665876,0.07191722333063522,-0.24742186345158157,0.13581764217729397
772003,782031,28,25.913551993482457,0.31096262392178947,37.735952340785566,0.45283142808942684,35.922361529259405,0.43106833835111286,31.834479951939247,0.382013759423271,-0.07081766866615585,0.12010571442932338,0.024644022881583766,0.046407112619897745,-0.19092338309547924,0.07105113550148151
772003,782032,29,27.431347691049744,0.3291761722925969,32.79539493552884,0.3935447392263461,27.249919966079602,0.32699903959295523,32.87711819625092,0.39452541835501104,0.0009806791286649519,-0.0021771326996416485,-0.0005982267854883483,0.0659474728479025,0.0031578118283066003,0.06534924606241416
772003,782033,30,31.26538405298481,0.3751846086358177,46.61285117378803,0.5593542140854563,21.357730170203563,0.2562927620424427,25.465174305705993,0.3055820916684719,-0.2537721224169844,-0.11889184659337498,-0.18633198450517968,0.11672946753783386,-0.1348802758236094,-0.06960251696734582
772003,782034,31,31.36685775738659,0.3764022930886391,20.15755866848646,0.24189070402183752,25.475322496729888,0.30570386996075866,34.91912382752623,0.41902948593031475,0.17713878190847723,-0.07069842312788044,0.0532201793902984,-0.010592986548622757,0.24783720503635767,0.042627192841675654
772103,782103,0,28.434496598088696,0.3412139591770643,22.88238523712577,0.2745886228455092,36.1500497780531,0.43380059733663723,37.63150816216159,0.451578097945939,0.17698947510042978,0.09258663815957291,0.13478805663000135,-0.02442391786112666,0.08440283694085687,0.11036413876887469
772103,782104,1,24.30265668211214,0.29163188018534564,38.30225051573705,0.45962700618884456,35.626859649554945,0.4275223157946593,41.042634595553544,0.4925116151466425,0.032884608957797934,0.1358904356093137,0.08438752228355581,0.11649221267774104,-0.10300582665151575,0.20087973496129685
772103,782105,2,26.254701116375212,0.31505641339650253,17.195892475252222,0.20635070970302666,26.617818117997928,0.31941381741597513,27.58039228955994,0.3309647074747193,0.12461399777169263,0.004357404019472599,0.06448570089558261,-0.04857740681736586,0.12025659375222003,0.015908294078216756
772103,782106,3,34.53503658397752,0.41442043900773023,28.530179477638754,0.34236215373166506,44.34375032446612,0.5321250038935934,33.20822458715142,0.39849869504581703,0.056136541314151966,0.11770456488586317,0.08692055310000757,-0.10284229706192077,-0.061568023571711206,-0.015921743961913204
772103,782107,4,23.507084048951345,0.28208500858741614,19.959472291119337,0.23951366749343203,26.615859921392,0.319390319056704,25.858815702048798,0.31030578842458556,0.07079212093115353,0.03730531046928787,0.0540487157002207,-0.025827935863051266,0.03348681046186566,0.02822077983716942
772103,782108,5,27.304977366462488,0.32765972839754987,37.277252977023025,0.4473270357242763,41.377490401773656,0.49652988482128385,40.03481437386495,0.48041777248637935,0.03309073676210306,0.16887015642373399,0.10098044659291852,0.05177759749591096,-0.13577941966163093,0.15275804408882948
772103,782109,6,24.387872582624322,0.29265447099149183,14.779026235501892,0.1773483148260227,41.16715421828565,0.49400585061942787,29.11218485326691,0.3493462182392029,0.17199790341318022,0.20135137962793603,0.18667464152055813,-0.12998289427284704,-0.029353476214755814,0.05669174724771109
772103,782110,7,20.783874137171942,0.2494064896460633,24.821656321543273,0.29785987585851925,43.10958752984179,0.5173150503581014,36.21422751189849,0.4345707301427819,0.13671085428426266,0.26790856071203817,0.20230970749815042,-0.01714546700143177,-0.1311977064277755,0.18516424049671862
772103,782111,8,27.84564619556201,0.33414775434674415,46.45717776797084,0.5574861332156501,35.59040526815974,0.4270848632179169,45.17118218877879,0.5420541862653455,-0.015431946950304587,0.09293710887117274,0.038752580960434074,0.1691538509581673,-0.10836905582147732,0.20790643191860136
772103,782112,9,20.798555474179675,0.24958266569015608,21.514916996534545,0.2581790039584146,35.29068842967296,0.4234882611560755,26.36398279319758,0.31636779351837097,0.05818878955995638,0.17390559546591944,0.11604719251293791,-0.04926206468472302,-0.11571680590596306,0.06678512782821489
772103,782113,10,23.933863527590127,0.28720636233108154,43.40366632883833,0.52084399594606,42.36565934988141,0.5083879121985769,44.12933166429729,0.5295519799715674,0.008707984025507431,0.2211815498674954,0.11494476694650141,0.1274008506939845,-0.21247356584198795,0.2423456176404859
772103,782114,11,23.82762694237259,0.28593152330847105,21.23582937141794,0.2548299524570153,41.20072206274942,0.49440866475299305,35.49703694042618,0.4259644432851142,0.1711344908280989,0.208477141444522,0.18980581613631045,-0.04977289615966732,-0.03734265061642311,0.14003291997664313
772103,782115,12,31.78717051797169,0.38144604621566025,16.973841841729215,0.20368610210075058,47.13871894724021,0.5656646273668825,43.55786400218854,0.5226943680262625,0.3190082659255119,0.18421858115122225,0.2516134235383671,-0.11036510172776487,0.13478968477428965,0.1412483218106022
772103,782116,13,24.351562353175204,0.2922187482381024,24.625420043020767,0.2955050405162492,44.25671572694255,0.5310805887233105,33.66474928330422,0.4039769913996506,0.10847195088340139,0.23886184048520814,0.17366689568430477,-0.06190865252275657,-0.13038988960180675,0.1117582431615482
772103,782117,14,25.788298513327263,0.30945958215992714,25.464792775633263,0.30557751330759914,28.977677994541484,0.3477321359344978,36.39555658533382,0.4367466790240059,0.13116916571640674,0.03827255377457067,0.08472085974548871,0.04256623711859003,0.09289661194183607,0.12728709686407874
772103,782118,15,25.71652049587011,0.30859824595044133,30.440783320593994,0.36528939984712794,40.7073709297246,0.4884884511566952,33.045291052806775,0.39654349263368127,0.031254092786553334,0.17989020520625387,0.1055721489964036,-0.01762690231316366,-0.14863611241970054,0.08794524668323994
772103,782119,16,21.483270137546224,0.2577992416505547,31.432518556612546,0.37719022267935054,40.33625214939569,0.48403502579274826,33.77127815848833,0.40525533790185997,0.02806511522250943,0.22623578414219359,0.1271504496823515,0.020305646568953784,-0.19817066891968416,0.1474560962513053
772103,782120,17,23.259989613830577,0.2791198753659669,19.45319794380897,0.23343837532570763,46.291164617333095,0.5554939754079972,34.06669016455034,0.40880028197460405,0.17536190664889642,0.2763741000420303,0.22586800334546336,-0.0961875967368262,-0.10101219339313386,0.12968040660863717
772103,782121,18,44.66049439212368,0.5359259327054843,35.52253853569966,0.42627046242839595,34.099771785278556,0.4091972614233426,30.93754598612862,0.37125055183354344,-0.055019910594852506,-0.12672867128214166,-0.09087429093849708,-0.07380108993344375,0.07170876068728915,-0.16467538087194084
772103,782122,19,35.512703278734186,0.42615243934481023,30.65394195012674,0.3678473034015209,39.11996309547088,0.46943955714565055,34.829355380964294,0.41795226457157153,0.050104961170050644,0.043287117800840325,0.046696039485445484,-0.054896214258684184,0.006817843369210319,-0.0082001747732387
772103,782123,20,25.351115605393183,0.30421338726471825,25.98901102328478,0.3118681322794174,25.91488480687027,0.3109786176824432,30.385156440826464,0.3646218772899176,0.052753745010500175,0.006765230417724977,0.029759487714112576,0.030649002311086748,0.0459885145927752,0.060408490025199324
772103,782124,21,29.32654345818068,0.35191852149816816,28.259072983529038,0.33910887580234844,24.92047698588437,0.29904572383061245,44.81959629194754,0.5378351555033705,0.19872627970102202,-0.052872797667555704,0.07292674101673316,0.11298989298846912,0.25159907736857773,0.1859166340052023
772103,782125,22,28.750217533809597,0.3450026104057151,23.07428597388485,0.27689143168661823,41.80649151921734,0.501677898230608,35.49035371090894,0.4258842445309073,0.14899281284428906,0.15667528782489293,0.152834050334591,-0.07195241620939882,-0.007682474980603871,0.08088163412519217
772103,782126,23,22.767231106275624,0.27320677327530746,28.4098255476396,0.3409179065716752,38.98670803785062,0.46784049645420744,35.991679017695326,0.4319001482123439,0.0909822416406687,0.1946337231789,0.14280798240978435,0.0158853925272521,-0.10365148153823128,0.15869337493703645
772103,782127,24,22.630861730113605,0.2715703407613632,33.822102859812006,0.4058652343177441,26.02381532362599,0.31228578388351186,25.977268085489122,0.3117272170258694,-0.09413801729187465,0.04071544312214864,-0.026711287084863006,0.06686816334936921,-0.1348534604140233,0.0401568762645062
772103,782128,25,29.392730391786838,0.352712764701442,28.205498208230487,0.3384659784987658,48.90076785161585,0.5868092142193903,34.423468550314055,0.4130816226037687,0.07461564410500288,0.23409644951794822,0.15435604681147555,-0.0939871889091489,-0.15948080541294535,0.060368857902326656
772103,782129,26,18.65578247157237,0.22386938965886843,17.670355477317123,0.2120442657278055,31.06935932655291,0.3728323119186349,14.548834187568687,0.17458601025082424,-0.037458255476981256,0.14896292225976648,0.055752333391392614,-0.10503571279943681,-0.18642117773674774,-0.0492833794080442
772103,782130,27,35.48626732981375,0.42583520795776497,15.60748249857304,0.18728978998287646,38.0209106678879,0.4562509280146547,30.692415749231493,0.36830898899077796,0.1810191990079015,0.03041572005688975,0.10571745953239563,-0.16324367849938265,0.15060347895101175,-0.05752621896698701
772103,782131,28,12.57705867397111,0.15092470408765332,25.741958577271124,0.3089035029272535,39.312242130465584,0.47174690556558696,33.463614262521475,0.4015633711502577,0.0926598682230042,0.3208222014779336,0.2067410348504689,0.04389763221213544,-0.2281623332549294,0.2506386670626044
772103,782132,29,17.172312329309626,0.2060677479517155,18.989444948814565,0.22787333938577478,29.16048849936152,0.3499258619923382,20.909528706263284,0.2509143444751594,0.023041005089384642,0.1438581140406227,0.08344955956500368,-0.038602963041559746,-0.12081710895123807,0.044846596523443916
772103,782133,30,24.368441102406685,0.2924212932288802,23.487540905008782,0.2818504908601054,38.2113530644664,0.4585362367735968,33.11133607101765,0.39733603285221175,0.11548554199210637,0.16611494354471656,0.14080024276841147,-0.03588550314507993,-0.0506294015526102,0.10491473962333153
772103,782134,31,24.582502587198718,0.2949900310463846,24.935839790684888,0.2992300774882186,35.92041114382739,0.43104493372592867,28.926178071808934,0.3471141368617072,0.04788405937348861,0.13605490267954407,0.09196948102651634,-0.03984537521119372,-0.08817084330605546,0.05212410581532262
