update,cycle,active_n,transitions_per_arm,tokens_per_arm,shared_utility,specialist_utility,shared_loss,specialist_loss,shared_gradient_norm,specialist_gradient_norm,sample_replay_logp_max_error,prefix_replay_max_error,masked_probability_mass_max,hidden_replay_max_error,elapsed_seconds
30,6,3,15360,61440,0.3536784052848816,0.3536784052848816,-0.010098263621330261,-0.003098846413195133,0.06954291462898254,0.13112863898277283,0.0,0.0,0.0,0.0,61.29081050000241
31,7,4,15872,63488,0.2747395932674408,0.27880859375,-0.014536695554852486,-0.00950357224792242,0.037996187806129456,0.10728640854358673,0.0,0.0,0.0,0.0,63.711909199999354
32,7,6,16384,66560,0.2130533754825592,0.2162543386220932,-0.018297165632247925,-0.01489417627453804,0.008641879074275494,0.09180951863527298,0.0,0.0,0.0,0.0,67.081972400003
33,7,5,16896,69120,0.2520073652267456,0.2482638955116272,-0.016292819753289223,-0.012031660415232182,0.023298531770706177,0.10071856528520584,0.0,0.0,0.0,0.0,69.70932780000294
34,7,2,17408,70144,0.3154296875,0.3147786557674408,-0.007763879373669624,-0.001881372183561325,0.04955269396305084,0.1089942455291748,0.0,0.0,0.0,0.0,71.15589570000157
35,7,3,17920,71680,0.3971354365348816,0.3849284052848816,-0.009608490392565727,-0.0017452510073781013,0.07444334030151367,0.13882854580879211,0.0,0.0,0.0,0.0,72.74324609999894
36,8,6,18432,74752,0.1867946982383728,0.1814236044883728,-0.01791677623987198,-0.01585996150970459,0.012751717120409012,0.07509803771972656,0.0,0.0,0.0,0.0,75.86776519999694
37,8,3,18944,76288,0.37158203125,0.3489583432674408,-0.010557330213487148,-0.004183094948530197,0.06157844141125679,0.12371587008237839,0.0,0.0,0.0,0.0,77.46969499999977
38,8,2,19456,77312,0.3543294370174408,0.3470052182674408,-0.008252391591668129,-0.0014584483578801155,0.05535503104329109,0.11684650927782059,0.0,0.0,0.0,0.0,78.5737261999966
39,8,4,19968,79360,0.28271484375,0.267578125,-0.014956601895391941,-0.010269882157444954,0.02323162741959095,0.10026462376117706,0.0,0.0,0.0,0.0,80.79618559999653
40,8,5,20480,81920,0.2647569179534912,0.259765625,-0.016186174005270004,-0.011573526076972485,0.011534846387803555,0.1015392616391182,0.0,0.0,0.0,0.0,83.52646310000273
41,9,3,20992,83456,0.4171549677848816,0.41455078125,-0.009931420907378197,-0.0010872352868318558,0.07044600695371628,0.14298857748508453,0.0,0.0,0.0,0.0,84.90949099999852
42,9,2,21504,84480,0.416015625,0.40869140625,-0.005491726100444794,0.002957632765173912,0.06906194239854813,0.13389980792999268,0.0,0.0,0.0,0.0,86.03385990000243
43,9,5,22016,87040,0.2991536557674408,0.287109375,-0.016659637913107872,-0.011395684443414211,0.01784406788647175,0.10821708291769028,0.0,0.0,0.0,0.0,88.2649464999995
44,9,6,22528,90112,0.2060004472732544,0.2060004472732544,-0.018109556287527084,-0.015800487250089645,0.025252176448702812,0.0807136595249176,0.0,0.0,0.0,0.0,90.89860269999917
45,9,4,23040,92160,0.2693684995174408,0.26171875,-0.014663605950772762,-0.010338281281292439,0.006669335532933474,0.09512266516685486,0.0,0.0,0.0,0.0,92.7734821999984
46,10,4,23552,94208,0.3056640625,0.30419921875,-0.014910790137946606,-0.009200927801430225,0.017000313848257065,0.10695814341306686,0.0,0.0,0.0,0.0,94.54535690000193
47,10,3,24064,95744,0.3702799677848816,0.3544921875,-0.010801484808325768,-0.0035463999956846237,0.04313816875219345,0.12005515396595001,0.0,0.0,0.0,0.0,96.19964730000356
48,10,6,24576,98816,0.1857096254825592,0.1970486044883728,-0.017633646726608276,-0.016272149980068207,0.0418185219168663,0.07381682842969894,0.0,0.0,0.0,0.0,98.92629899999883
49,10,2,25088,99840,0.3494466245174408,0.33154296875,-0.008782902732491493,-0.0019316282123327255,0.036099471151828766,0.10692623257637024,0.0,0.0,0.0,0.0,100.17381659999955
50,10,5,25600,102400,0.2795681357383728,0.2648654580116272,-0.01632331684231758,-0.012523448094725609,0.005637072958052158,0.09665834158658981,0.0,0.0,0.0,0.0,102.53361749999749
51,11,6,26112,105472,0.2035590410232544,0.1876085102558136,-0.017442908138036728,-0.01650458201766014,0.03938707709312439,0.06676697731018066,0.0,0.0,0.0,0.0,105.02456789999997
52,11,5,26624,108032,0.2755534052848816,0.2666015625,-0.01659027673304081,-0.012718740850687027,0.0080708684399724,0.09396085888147354,0.0,0.0,0.0,0.0,107.22189860000071
53,11,3,27136,109568,0.40771484375,0.3919270932674408,-0.010331274010241032,-0.00234223622828722,0.04934249818325043,0.12985900044441223,0.0,0.0,0.0,0.0,108.59792839999864
54,11,2,27648,110592,0.3992513120174408,0.3777669370174408,-0.007983997464179993,-0.000550122931599617,0.048260558396577835,0.1189483031630516,0.0,0.0,0.0,0.0,109.63908839999931
55,11,4,28160,112640,0.2892252802848816,0.2921549677848816,-0.014840053394436836,-0.010090742260217667,0.0034898733720183372,0.09971065074205399,0.0,0.0,0.0,0.0,111.34580139999889
56,12,3,28672,114176,0.408203125,0.3805338740348816,-0.01128815021365881,-0.0038685910403728485,0.04698086529970169,0.12316268682479858,0.0,0.0,0.0,0.0,112.8337978999989
57,12,2,29184,115200,0.4500325620174408,0.4383138120174408,-0.007687793113291264,0.0016957642510533333,0.06262427568435669,0.13588929176330566,0.0,0.0,0.0,0.0,113.84925759999896
58,12,6,29696,118272,0.1942816823720932,0.1958550363779068,-0.017112309113144875,-0.016740594059228897,0.05343388766050339,0.06639588624238968,0.0,0.0,0.0,0.0,117.05979089999892
59,12,4,30208,120320,0.2747395932674408,0.2692057490348816,-0.014800213277339935,-0.011173810809850693,0.01333649829030037,0.08851918578147888,0.0,0.0,0.0,0.0,119.05763319999824
60,12,5,30720,122880,0.2527126669883728,0.2502712607383728,-0.01656588353216648,-0.013767510652542114,0.026825737208127975,0.08469384908676147,0.0,0.0,0.0,0.0,121.40400200000295
61,13,3,31232,124416,0.3802083432674408,0.3885091245174408,-0.01183097530156374,-0.003998111002147198,0.03162475302815437,0.12316055595874786,0.0,0.0,0.0,0.0,122.99007430000347
62,13,2,31744,125440,0.5071614980697632,0.4625651240348816,-0.006609427742660046,0.0026367055252194405,0.07799839228391647,0.14122723042964935,0.0,0.0,0.0,0.0,124.3582447000008
63,13,6,32256,128512,0.1797417551279068,0.1839192807674408,-0.016720477491617203,-0.017044873908162117,0.06535888463258743,0.05844447389245033,0.0,0.0,0.0,0.0,127.62874839999859
64,13,4,32768,130560,0.24560546875,0.2350260466337204,-0.014654042199254036,-0.01252775453031063,0.028785204514861107,0.07351219654083252,0.0,0.0,0.0,0.0,129.97275470000022
65,13,5,33280,133120,0.2304145097732544,0.2172309011220932,-0.015909206122159958,-0.014501331374049187,0.04031815752387047,0.06934188306331635,0.0,0.0,0.0,0.0,132.6343906999973
66,14,6,33792,136192,0.1920030415058136,0.1797960102558136,-0.016648447141051292,-0.017118580639362335,0.062429383397102356,0.05344045162200928,0.0,0.0,0.0,0.0,135.7683485000016
67,14,5,34304,138752,0.2907443642616272,0.2831488847732544,-0.01640588603913784,-0.012892111204564571,0.016404343768954277,0.09027553349733353,0.0,0.0,0.0,0.0,138.11128350000217
68,14,3,34816,140288,0.4287109375,0.3948567807674408,-0.011107616126537323,-0.004125729203224182,0.045712705701589584,0.12250947207212448,0.0,0.0,0.0,0.0,139.5134326999978
69,14,4,35328,142336,0.2838541865348816,0.2672526240348816,-0.014679975807666779,-0.011411563493311405,0.01424519531428814,0.08197280019521713,0.0,0.0,0.0,0.0,141.62383050000062
70,14,2,35840,143360,0.4220377802848816,0.40576171875,-0.008201343938708305,-0.0005510430783033371,0.047212306410074234,0.12070715427398682,0.0,0.0,0.0,0.0,142.96598729999823
71,15,3,36352,144896,0.396484375,0.3844401240348816,-0.01133616641163826,-0.004658167250454426,0.03596155717968941,0.11634618788957596,0.0,0.0,0.0,0.0,144.5390097999989
72,15,5,36864,147456,0.3045247495174408,0.2775065004825592,-0.01636841520667076,-0.013358652591705322,0.011320662684738636,0.08504527062177658,0.0,0.0,0.0,0.0,146.976679899999
73,15,6,37376,150528,0.2336154580116272,0.2163628339767456,-0.017765339463949203,-0.016874801367521286,0.04572824761271477,0.0640808716416359,0.0,0.0,0.0,0.0,150.23107229999732
74,15,2,37888,151552,0.4332682490348816,0.40771484375,-0.007606155704706907,-0.00042780209332704544,0.049292318522930145,0.11891163140535355,0.0,0.0,0.0,0.0,151.48454710000078
75,15,4,38400,153600,0.3165690302848816,0.2849934995174408,-0.01478299405425787,-0.01124448049813509,0.004840757232159376,0.08517082035541534,0.0,0.0,0.0,0.0,153.5110624000008
76,16,6,38912,156672,0.2503255307674408,0.2185329794883728,-0.01769898273050785,-0.016984986141324043,0.040183477103710175,0.06164161115884781,0.0,0.0,0.0,0.0,156.10481530000106
77,16,2,39424,157696,0.4427083432674408,0.44189453125,-0.007804634515196085,0.0007711350917816162,0.054243769496679306,0.12743012607097626,0.0,0.0,0.0,0.0,157.34927779999998
78,16,3,39936,159232,0.4306640625,0.4178059995174408,-0.011209518648684025,-0.003498828038573265,0.043824248015880585,0.12489200383424759,0.0,0.0,0.0,0.0,159.0126833999966
79,16,5,40448,161792,0.2605794072151184,0.2520616352558136,-0.01604020595550537,-0.014003402553498745,0.031721364706754684,0.07261718809604645,0.0,0.0,0.0,0.0,161.67179220000253
80,16,4,40960,163840,0.3269856870174408,0.29638671875,-0.015212040394544601,-0.011535734869539738,0.004067789763212204,0.08634736388921738,0.0,0.0,0.0,0.0,164.01209109999763
81,17,4,41472,165888,0.3035481870174408,0.2698567807674408,-0.014957069419324398,-0.012379538267850876,0.010814678855240345,0.07396315038204193,0.0,0.0,0.0,0.0,165.87232930000027
82,17,3,41984,167424,0.3668619990348816,0.3466796875,-0.011592747643589973,-0.0068787457421422005,0.020652394741773605,0.09802743792533875,0.0,0.0,0.0,0.0,167.62748809999903
83,17,5,42496,169984,0.3123372495174408,0.259765625,-0.016447335481643677,-0.01444893330335617,0.01385941356420517,0.07221866399049759,0.0,0.0,0.0,0.0,169.91052669999772
84,17,2,43008,171008,0.3395182490348816,0.3561198115348816,-0.008065922185778618,-0.0029061585664749146,0.014113855548202991,0.09754375368356705,0.0,0.0,0.0,0.0,171.0376982000016
85,17,6,43520,174080,0.2352973222732544,0.1862521767616272,-0.017472585663199425,-0.01766376756131649,0.04980792477726936,0.04606335237622261,0.0,0.0,0.0,0.0,173.64727200000198
86,18,5,44032,176640,0.3133680522441864,0.2654622495174408,-0.015794826671481133,-0.013990075327455997,0.012978781014680862,0.07125715166330338,0.0,0.0,0.0,0.0,176.0014596999972
87,18,2,44544,177664,0.4055989682674408,0.3356119990348816,-0.00919401552528143,-0.00497019849717617,0.040550705045461655,0.08853604644536972,0.0,0.0,0.0,0.0,177.14503069999773
88,18,6,45056,180736,0.26416015625,0.2294379323720932,-0.01787828467786312,-0.01709658093750477,0.038588158786296844,0.0593249648809433,0.0,0.0,0.0,0.0,179.8186904000031
89,18,3,45568,182272,0.4269205927848816,0.3585612177848816,-0.011537337675690651,-0.006774940527975559,0.04127631336450577,0.09933801740407944,0.0,0.0,0.0,0.0,181.73857259999932
90,18,4,46080,184320,0.2918294370174408,0.2506510615348816,-0.014688794501125813,-0.013064921833574772,0.019882509484887123,0.06439729034900665,0.0,0.0,0.0,0.0,183.92482089999976
91,19,5,46592,186880,0.284233957529068,0.2489691972732544,-0.01615097187459469,-0.01501106470823288,0.02686470001935959,0.06204051151871681,0.0,0.0,0.0,0.0,186.4200004000013
92,19,3,47104,188416,0.4069010615348816,0.3771159052848816,-0.012006587348878384,-0.00657394016161561,0.03222870081663132,0.10299649834632874,0.0,0.0,0.0,0.0,187.8534737000009
93,19,2,47616,189440,0.2980143427848816,0.29443359375,-0.007359061390161514,-0.005603932775557041,0.011360653676092625,0.07301022112369537,0.0,0.0,0.0,0.0,189.05281339999783
94,19,4,48128,191488,0.3416341245174408,0.32080078125,-0.014945891685783863,-0.011459190398454666,0.0046038259752094746,0.0862804725766182,0.0,0.0,0.0,0.0,191.17837080000027
95,19,6,48640,194560,0.2499457597732544,0.21484375,-0.017557784914970398,-0.01744060590863228,0.04510773345828056,0.050569236278533936,0.0,0.0,0.0,0.0,193.8854210999998
96,20,2,49152,195584,0.4482421875,0.3818359375,-0.007731507997959852,-0.002882532775402069,0.05619307607412338,0.09870190173387527,0.0,0.0,0.0,0.0,194.93814640000346
97,20,3,49664,197120,0.4290364682674408,0.3623046875,-0.011346890591084957,-0.007228287868201733,0.03961426764726639,0.0952920913696289,0.0,0.0,0.0,0.0,196.3563798000032
98,20,6,50176,200192,0.2687174677848816,0.2452799528837204,-0.017716381698846817,-0.017023682594299316,0.04025745019316673,0.059026964008808136,0.0,0.0,0.0,0.0,198.92191450000246
99,20,4,50688,202240,0.3557942807674408,0.3116862177848816,-0.014839692041277885,-0.011814399622380733,0.010193485766649246,0.08022373169660568,0.0,0.0,0.0,0.0,200.82457389999763
100,20,5,51200,204800,0.3204209804534912,0.249945729970932,-0.01628541573882103,-0.01484844833612442,0.01823686808347702,0.059340111911296844,0.0,0.0,0.0,0.0,202.9654714999997
101,21,4,51712,206848,0.3359375,0.24462890625,-0.014817625284194946,-0.013351133093237877,0.0052606407552957535,0.05358164757490158,0.0,0.0,0.0,0.0,204.75654409999697
102,21,2,52224,207872,0.451171875,0.3919270932674408,-0.008409863337874413,-0.003947988618165255,0.0490298718214035,0.0996273085474968,0.0,0.0,0.0,0.0,205.78503140000248
103,21,5,52736,210432,0.3606770932674408,0.2733832597732544,-0.01651037484407425,-0.014935043640434742,0.015770532190799713,0.06505933403968811,0.0,0.0,0.0,0.0,207.93053340000188
104,21,3,53248,211968,0.4884440302848816,0.3610026240348816,-0.01009049266576767,-0.007679752539843321,0.06515117734670639,0.09228707104921341,0.0,0.0,0.0,0.0,209.31506760000048
105,21,6,53760,215040,0.3107096552848816,0.2093641459941864,-0.018026234582066536,-0.017671886831521988,0.025985533371567726,0.0421275720000267,0.0,0.0,0.0,0.0,212.19658889999846
106,22,2,54272,216064,0.5133463740348816,0.3922526240348816,-0.006779678165912628,-0.0031616236083209515,0.07900556921958923,0.09749911725521088,0.0,0.0,0.0,0.0,213.52467969999998
107,22,5,54784,218624,0.3724500834941864,0.2743055820465088,-0.01616145670413971,-0.014991125091910362,0.016593070700764656,0.0624082013964653,0.0,0.0,0.0,0.0,215.86543040000106
108,22,3,55296,220160,0.5213216543197632,0.3702799677848816,-0.009863459505140781,-0.00782121904194355,0.06645447015762329,0.09279155731201172,0.0,0.0,0.0,0.0,217.49399499999708
109,22,4,55808,222208,0.38427734375,0.2618815302848816,-0.01447972934693098,-0.013268633745610714,0.025873536244034767,0.057009320706129074,0.0,0.0,0.0,0.0,219.40368920000037
110,22,6,56320,225280,0.2950303852558136,0.1923828125,-0.01726752519607544,-0.017910560593008995,0.045150090008974075,0.032500725239515305,0.0,0.0,0.0,0.0,222.37422979999974
111,23,5,56832,227840,0.4208441972732544,0.249077707529068,-0.01581944338977337,-0.015338553115725517,0.01891205832362175,0.05008963495492935,0.0,0.0,0.0,0.0,224.96744049999688
112,23,3,57344,229376,0.4954427480697632,0.36572265625,-0.01021917536854744,-0.007989628240466118,0.055579669773578644,0.08863508701324463,0.0,0.0,0.0,0.0,226.73346409999795
113,23,6,57856,232448,0.3346896767616272,0.2345920205116272,-0.017679816111922264,-0.017801856622099876,0.030458733439445496,0.04571026563644409,0.0,0.0,0.0,0.0,229.3789797999998
114,23,2,58368,233472,0.4928385615348816,0.36328125,-0.007473333738744259,-0.0038530700840055943,0.07286339998245239,0.08579325675964355,0.0,0.0,0.0,0.0,230.48283639999863
115,23,4,58880,235520,0.44091796875,0.2706705927848816,-0.014181594364345074,-0.01366021391004324,0.02964174933731556,0.05725857987999916,0.0,0.0,0.0,0.0,232.5103775000025
116,24,4,59392,237568,0.4529622495174408,0.2981770932674408,-0.013257436454296112,-0.012639125809073448,0.033840570598840714,0.06432017683982849,0.0,0.0,0.0,0.0,234.5966980000012
117,24,3,59904,239104,0.5621744990348816,0.4163411557674408,-0.009501496329903603,-0.007042760495096445,0.07236693054437637,0.10340819507837296,0.0,0.0,0.0,0.0,236.29113420000067
118,24,2,60416,240128,0.5333659052848816,0.3470052182674408,-0.0059760576114058495,-0.00509670190513134,0.06475014239549637,0.0781535804271698,0.0,0.0,0.0,0.0,237.540805800003
119,24,5,60928,242688,0.4559461772441864,0.247612863779068,-0.015994098037481308,-0.01551024615764618,0.01970655284821987,0.04666144773364067,0.0,0.0,0.0,0.0,239.8679334999979
120,24,6,61440,245760,0.3386501669883728,0.1676974892616272,-0.016807718202471733,-0.018209664151072502,0.047237496823072433,0.016971636563539505,0.0,0.0,0.0,0.0,242.642402700003
121,25,3,61952,247296,0.5638021230697632,0.353515625,-0.008745415136218071,-0.009059111587703228,0.08932256698608398,0.07936040312051773,0.0,0.0,0.0,0.0,244.26669750000292
122,25,4,62464,249344,0.3994140625,0.26220703125,-0.013225275091826916,-0.013961260206997395,0.037001218646764755,0.048799287527799606,0.0,0.0,0.0,0.0,246.47623210000165
123,25,2,62976,250368,0.6686198115348816,0.4503580927848816,-0.004305069334805012,-0.0023905588313937187,0.12177832424640656,0.10947436094284058,0.0,0.0,0.0,0.0,247.81154819999938
124,25,6,63488,253440,0.3818901777267456,0.1986762136220932,-0.016849175095558167,-0.01791520230472088,0.03886592388153076,0.026025041937828064,0.0,0.0,0.0,0.0,250.64562039999873
125,25,5,64000,256000,0.4278428852558136,0.2572157084941864,-0.01501024141907692,-0.015831710770726204,0.021411845460534096,0.047471530735492706,0.0,0.0,0.0,0.0,253.06734649999999
126,26,4,64512,258048,0.4737955927848816,0.2879231870174408,-0.013285591267049313,-0.013612224720418453,0.018633859232068062,0.05532898008823395,0.0,0.0,0.0,0.0,255.0752530000027
127,26,5,65024,260608,0.4756944477558136,0.2765842080116272,-0.01478202547878027,-0.01573159731924534,0.03617147356271744,0.05187990143895149,0.0,0.0,0.0,0.0,257.48101670000324
128,26,6,65536,263680,0.4142795205116272,0.1998155415058136,-0.016279729083180428,-0.01801360584795475,0.0691022127866745,0.024024024605751038,0.0,0.0,0.0,0.0,260.2834401
129,26,3,66048,265216,0.6590169668197632,0.34033203125,-0.007291880436241627,-0.00899195484817028,0.09687022119760513,0.0723620057106018,0.0,0.0,0.0,0.0,261.90614169999753
130,26,2,66560,266240,0.6116536855697632,0.38330078125,-0.005296181887388229,-0.00511530227959156,0.06800883263349533,0.08544835448265076,0.0,0.0,0.0,0.0,263.0466623999964
131,27,5,67072,268800,0.5306532382965088,0.2686089277267456,-0.014472232200205326,-0.01577599160373211,0.02013246715068817,0.046163756400346756,0.0,0.0,0.0,0.0,265.2443192999999
132,27,6,67584,271872,0.4861653447151184,0.2177734375,-0.016350261867046356,-0.018142713233828545,0.028772840276360512,0.028061285614967346,0.0,0.0,0.0,0.0,267.7740619000033
133,27,2,68096,272896,0.6456705927848816,0.3688151240348816,-0.003952499479055405,-0.006025620736181736,0.07535899430513382,0.07833767682313919,0.0,0.0,0.0,0.0,268.91831249999814
134,27,3,68608,274432,0.6707357168197632,0.3806966245174408,-0.0074975453317165375,-0.008490562438964844,0.0920061469078064,0.08357444405555725,0.0,0.0,0.0,0.0,270.6798463000014
135,27,4,69120,276480,0.5050455927848816,0.30859375,-0.011203494854271412,-0.013329127803444862,0.09253807365894318,0.059992965310811996,0.0,0.0,0.0,0.0,272.75651749999815
136,28,2,69632,277504,0.5164388418197632,0.4065755307674408,-0.005094553809612989,-0.004612822085618973,0.07341483235359192,0.08854459971189499,0.0,0.0,0.0,0.0,273.89303120000113
137,28,6,70144,280576,0.5083550214767456,0.2186957448720932,-0.01550518162548542,-0.018160497769713402,0.041469648480415344,0.02550267055630684,0.0,0.0,0.0,0.0,276.56287699999666
138,28,5,70656,283136,0.5670030117034912,0.2642686665058136,-0.01386662945151329,-0.015711026266217232,0.07051225751638412,0.04179653525352478,0.0,0.0,0.0,0.0,278.850732400002
139,28,3,71168,284672,0.7101237177848816,0.38330078125,-0.006788235157728195,-0.00882056262344122,0.09486240893602371,0.08188078552484512,0.0,0.0,0.0,0.0,280.51311420000275
140,28,4,71680,286720,0.5849609375,0.2783203125,-0.01188125554472208,-0.014193001203238964,0.029792392626404762,0.04646964743733406,0.0,0.0,0.0,0.0,282.6571288999985
141,29,6,72192,289792,0.4966362714767456,0.2158203125,-0.015464164316654205,-0.01847229339182377,0.041779324412345886,0.02205814979970455,0.0,0.0,0.0,0.0,285.20928260000073
142,29,5,72704,292352,0.5533311367034912,0.2571614682674408,-0.013887874782085419,-0.01597498171031475,0.02538188360631466,0.036407724022865295,0.0,0.0,0.0,0.0,287.73474480000004
143,29,3,73216,293888,0.6848958730697632,0.3234049677848816,-0.007661985233426094,-0.010021962225437164,0.08217720687389374,0.058708541095256805,0.0,0.0,0.0,0.0,289.45393599999807
144,29,4,73728,295936,0.5934244990348816,0.25537109375,-0.011912422254681587,-0.014347273856401443,0.03437357768416405,0.03572812303900719,0.0,0.0,0.0,0.0,291.3509144999989
145,29,2,74240,296960,0.6881510615348816,0.4208984375,-0.002607856411486864,-0.004484022036194801,0.07656340301036835,0.09107119590044022,0.0,0.0,0.0,0.0,292.40866169999936
146,30,3,74752,298496,0.7301431894302368,0.4099934995174408,-0.00742388516664505,-0.00841059535741806,0.08756718784570694,0.08616159111261368,0.0,0.0,0.0,0.0,293.9290830000027
147,30,6,75264,301568,0.4691297709941864,0.1787109375,-0.014475613832473755,-0.0183731596916914,0.07927839457988739,0.005451453849673271,0.0,0.0,0.0,0.0,296.6011062000034
148,30,5,75776,304128,0.6343858242034912,0.2542860507965088,-0.013748879544436932,-0.01572922058403492,0.027276191860437393,0.032736636698246,0.0,0.0,0.0,0.0,298.63259890000336
149,30,2,76288,305152,0.6931966543197632,0.35595703125,-0.005543626844882965,-0.006719785276800394,0.054167959839105606,0.06730803847312927,0.0,0.0,0.0,0.0,299.61993999999686
150,30,4,76800,307200,0.5826823115348816,0.2452799528837204,-0.011517347767949104,-0.014414025470614433,0.04058514162898064,0.029647568240761757,0.0,0.0,0.0,0.0,301.59320819999994
151,31,4,77312,309248,0.5169271230697632,0.27099609375,-0.0109586575999856,-0.01464763656258583,0.05018734186887741,0.03616742417216301,0.0,0.0,0.0,0.0,303.39063870000246
